,gen_loss,real_acc,fake_acc,fake_loss,real_loss
406,"tf.Tensor(0.8113452, shape=(), dtype=float32)","tf.Tensor(61.876, shape=(), dtype=float32)","tf.Tensor(64.8935, shape=(), dtype=float32)","tf.Tensor(0.6389912, shape=(), dtype=float32)","tf.Tensor(0.65626824, shape=(), dtype=float32)"
407,"tf.Tensor(0.805658, shape=(), dtype=float32)","tf.Tensor(62.0645, shape=(), dtype=float32)","tf.Tensor(64.1445, shape=(), dtype=float32)","tf.Tensor(0.6440215, shape=(), dtype=float32)","tf.Tensor(0.65715206, shape=(), dtype=float32)"
408,"tf.Tensor(0.77172524, shape=(), dtype=float32)","tf.Tensor(58.4485, shape=(), dtype=float32)","tf.Tensor(59.3925, shape=(), dtype=float32)","tf.Tensor(0.6661142, shape=(), dtype=float32)","tf.Tensor(0.6761226, shape=(), dtype=float32)"
409,"tf.Tensor(0.8274406, shape=(), dtype=float32)","tf.Tensor(62.1305, shape=(), dtype=float32)","tf.Tensor(63.7765, shape=(), dtype=float32)","tf.Tensor(0.634823, shape=(), dtype=float32)","tf.Tensor(0.64986813, shape=(), dtype=float32)"
410,"tf.Tensor(0.79403836, shape=(), dtype=float32)","tf.Tensor(59.7845, shape=(), dtype=float32)","tf.Tensor(61.222, shape=(), dtype=float32)","tf.Tensor(0.6560119, shape=(), dtype=float32)","tf.Tensor(0.67112446, shape=(), dtype=float32)"
411,"tf.Tensor(0.8183321, shape=(), dtype=float32)","tf.Tensor(61.6045, shape=(), dtype=float32)","tf.Tensor(65.027, shape=(), dtype=float32)","tf.Tensor(0.63119817, shape=(), dtype=float32)","tf.Tensor(0.64900905, shape=(), dtype=float32)"
412,"tf.Tensor(0.7741852, shape=(), dtype=float32)","tf.Tensor(59.993, shape=(), dtype=float32)","tf.Tensor(64.8695, shape=(), dtype=float32)","tf.Tensor(0.6508415, shape=(), dtype=float32)","tf.Tensor(0.66158026, shape=(), dtype=float32)"
413,"tf.Tensor(0.8152024, shape=(), dtype=float32)","tf.Tensor(62.8065, shape=(), dtype=float32)","tf.Tensor(64.16, shape=(), dtype=float32)","tf.Tensor(0.6365281, shape=(), dtype=float32)","tf.Tensor(0.6438044, shape=(), dtype=float32)"
414,"tf.Tensor(0.8325606, shape=(), dtype=float32)","tf.Tensor(65.9155, shape=(), dtype=float32)","tf.Tensor(67.623, shape=(), dtype=float32)","tf.Tensor(0.62066, shape=(), dtype=float32)","tf.Tensor(0.6258181, shape=(), dtype=float32)"
415,"tf.Tensor(0.78495437, shape=(), dtype=float32)","tf.Tensor(58.023, shape=(), dtype=float32)","tf.Tensor(58.622, shape=(), dtype=float32)","tf.Tensor(0.6686747, shape=(), dtype=float32)","tf.Tensor(0.67818534, shape=(), dtype=float32)"
416,"tf.Tensor(0.8226179, shape=(), dtype=float32)","tf.Tensor(65.1715, shape=(), dtype=float32)","tf.Tensor(67.9845, shape=(), dtype=float32)","tf.Tensor(0.6234993, shape=(), dtype=float32)","tf.Tensor(0.6293557, shape=(), dtype=float32)"
417,"tf.Tensor(0.76724696, shape=(), dtype=float32)","tf.Tensor(57.2865, shape=(), dtype=float32)","tf.Tensor(57.636, shape=(), dtype=float32)","tf.Tensor(0.66663384, shape=(), dtype=float32)","tf.Tensor(0.6735832, shape=(), dtype=float32)"
418,"tf.Tensor(0.8002475, shape=(), dtype=float32)","tf.Tensor(61.532, shape=(), dtype=float32)","tf.Tensor(63.22, shape=(), dtype=float32)","tf.Tensor(0.6434732, shape=(), dtype=float32)","tf.Tensor(0.65101373, shape=(), dtype=float32)"
419,"tf.Tensor(0.78360134, shape=(), dtype=float32)","tf.Tensor(56.9115, shape=(), dtype=float32)","tf.Tensor(56.91, shape=(), dtype=float32)","tf.Tensor(0.6797581, shape=(), dtype=float32)","tf.Tensor(0.6887727, shape=(), dtype=float32)"
420,"tf.Tensor(0.8131547, shape=(), dtype=float32)","tf.Tensor(59.355, shape=(), dtype=float32)","tf.Tensor(59.6115, shape=(), dtype=float32)","tf.Tensor(0.65229774, shape=(), dtype=float32)","tf.Tensor(0.6639069, shape=(), dtype=float32)"
421,"tf.Tensor(0.7582411, shape=(), dtype=float32)","tf.Tensor(56.8675, shape=(), dtype=float32)","tf.Tensor(58.819, shape=(), dtype=float32)","tf.Tensor(0.67156374, shape=(), dtype=float32)","tf.Tensor(0.6757929, shape=(), dtype=float32)"
422,"tf.Tensor(0.7824873, shape=(), dtype=float32)","tf.Tensor(60.3615, shape=(), dtype=float32)","tf.Tensor(61.658, shape=(), dtype=float32)","tf.Tensor(0.65425813, shape=(), dtype=float32)","tf.Tensor(0.6608876, shape=(), dtype=float32)"
423,"tf.Tensor(0.7681709, shape=(), dtype=float32)","tf.Tensor(57.8135, shape=(), dtype=float32)","tf.Tensor(58.65, shape=(), dtype=float32)","tf.Tensor(0.66660476, shape=(), dtype=float32)","tf.Tensor(0.6762963, shape=(), dtype=float32)"
424,"tf.Tensor(0.7618038, shape=(), dtype=float32)","tf.Tensor(58.45, shape=(), dtype=float32)","tf.Tensor(59.5425, shape=(), dtype=float32)","tf.Tensor(0.6618251, shape=(), dtype=float32)","tf.Tensor(0.6695811, shape=(), dtype=float32)"
425,"tf.Tensor(0.7656799, shape=(), dtype=float32)","tf.Tensor(59.253, shape=(), dtype=float32)","tf.Tensor(61.597, shape=(), dtype=float32)","tf.Tensor(0.6570975, shape=(), dtype=float32)","tf.Tensor(0.6626151, shape=(), dtype=float32)"
426,"tf.Tensor(0.7741978, shape=(), dtype=float32)","tf.Tensor(58.673, shape=(), dtype=float32)","tf.Tensor(58.802, shape=(), dtype=float32)","tf.Tensor(0.6661565, shape=(), dtype=float32)","tf.Tensor(0.6706706, shape=(), dtype=float32)"
427,"tf.Tensor(0.7642456, shape=(), dtype=float32)","tf.Tensor(59.028, shape=(), dtype=float32)","tf.Tensor(59.9405, shape=(), dtype=float32)","tf.Tensor(0.6632069, shape=(), dtype=float32)","tf.Tensor(0.6700063, shape=(), dtype=float32)"
428,"tf.Tensor(0.7413117, shape=(), dtype=float32)","tf.Tensor(57.88, shape=(), dtype=float32)","tf.Tensor(59.394, shape=(), dtype=float32)","tf.Tensor(0.6695256, shape=(), dtype=float32)","tf.Tensor(0.6737562, shape=(), dtype=float32)"
429,"tf.Tensor(0.7630329, shape=(), dtype=float32)","tf.Tensor(59.011, shape=(), dtype=float32)","tf.Tensor(59.529, shape=(), dtype=float32)","tf.Tensor(0.6585397, shape=(), dtype=float32)","tf.Tensor(0.66330117, shape=(), dtype=float32)"
430,"tf.Tensor(0.77710676, shape=(), dtype=float32)","tf.Tensor(58.9135, shape=(), dtype=float32)","tf.Tensor(59.9545, shape=(), dtype=float32)","tf.Tensor(0.6581005, shape=(), dtype=float32)","tf.Tensor(0.6646651, shape=(), dtype=float32)"
431,"tf.Tensor(0.81087023, shape=(), dtype=float32)","tf.Tensor(61.0695, shape=(), dtype=float32)","tf.Tensor(62.487, shape=(), dtype=float32)","tf.Tensor(0.64292127, shape=(), dtype=float32)","tf.Tensor(0.65322447, shape=(), dtype=float32)"
432,"tf.Tensor(0.7521851, shape=(), dtype=float32)","tf.Tensor(59.326, shape=(), dtype=float32)","tf.Tensor(62.3195, shape=(), dtype=float32)","tf.Tensor(0.65987885, shape=(), dtype=float32)","tf.Tensor(0.6670895, shape=(), dtype=float32)"
433,"tf.Tensor(0.78211427, shape=(), dtype=float32)","tf.Tensor(61.9125, shape=(), dtype=float32)","tf.Tensor(63.848, shape=(), dtype=float32)","tf.Tensor(0.6459483, shape=(), dtype=float32)","tf.Tensor(0.6517003, shape=(), dtype=float32)"
434,"tf.Tensor(0.77396196, shape=(), dtype=float32)","tf.Tensor(60.071, shape=(), dtype=float32)","tf.Tensor(61.263, shape=(), dtype=float32)","tf.Tensor(0.654394, shape=(), dtype=float32)","tf.Tensor(0.66358596, shape=(), dtype=float32)"
435,"tf.Tensor(0.77126825, shape=(), dtype=float32)","tf.Tensor(57.2915, shape=(), dtype=float32)","tf.Tensor(59.2115, shape=(), dtype=float32)","tf.Tensor(0.6674747, shape=(), dtype=float32)","tf.Tensor(0.68516374, shape=(), dtype=float32)"
436,"tf.Tensor(0.7809564, shape=(), dtype=float32)","tf.Tensor(57.3085, shape=(), dtype=float32)","tf.Tensor(58.627, shape=(), dtype=float32)","tf.Tensor(0.66368955, shape=(), dtype=float32)","tf.Tensor(0.67968845, shape=(), dtype=float32)"
437,"tf.Tensor(0.7715148, shape=(), dtype=float32)","tf.Tensor(57.1835, shape=(), dtype=float32)","tf.Tensor(58.309, shape=(), dtype=float32)","tf.Tensor(0.6703776, shape=(), dtype=float32)","tf.Tensor(0.68344015, shape=(), dtype=float32)"
438,"tf.Tensor(0.7688929, shape=(), dtype=float32)","tf.Tensor(57.592, shape=(), dtype=float32)","tf.Tensor(61.094, shape=(), dtype=float32)","tf.Tensor(0.6635119, shape=(), dtype=float32)","tf.Tensor(0.67539847, shape=(), dtype=float32)"
439,"tf.Tensor(0.8054888, shape=(), dtype=float32)","tf.Tensor(60.389, shape=(), dtype=float32)","tf.Tensor(62.548, shape=(), dtype=float32)","tf.Tensor(0.64100105, shape=(), dtype=float32)","tf.Tensor(0.6515769, shape=(), dtype=float32)"
440,"tf.Tensor(0.7992965, shape=(), dtype=float32)","tf.Tensor(59.977, shape=(), dtype=float32)","tf.Tensor(60.1465, shape=(), dtype=float32)","tf.Tensor(0.65674657, shape=(), dtype=float32)","tf.Tensor(0.663267, shape=(), dtype=float32)"
441,"tf.Tensor(0.7603544, shape=(), dtype=float32)","tf.Tensor(57.694, shape=(), dtype=float32)","tf.Tensor(60.196, shape=(), dtype=float32)","tf.Tensor(0.66291183, shape=(), dtype=float32)","tf.Tensor(0.6757637, shape=(), dtype=float32)"
442,"tf.Tensor(0.7581203, shape=(), dtype=float32)","tf.Tensor(59.5095, shape=(), dtype=float32)","tf.Tensor(63.285, shape=(), dtype=float32)","tf.Tensor(0.65806735, shape=(), dtype=float32)","tf.Tensor(0.6651592, shape=(), dtype=float32)"
443,"tf.Tensor(0.85847557, shape=(), dtype=float32)","tf.Tensor(64.2205, shape=(), dtype=float32)","tf.Tensor(65.7355, shape=(), dtype=float32)","tf.Tensor(0.62047994, shape=(), dtype=float32)","tf.Tensor(0.6323057, shape=(), dtype=float32)"
444,"tf.Tensor(0.83216524, shape=(), dtype=float32)","tf.Tensor(61.369, shape=(), dtype=float32)","tf.Tensor(62.7345, shape=(), dtype=float32)","tf.Tensor(0.6420791, shape=(), dtype=float32)","tf.Tensor(0.6570674, shape=(), dtype=float32)"
445,"tf.Tensor(0.8379252, shape=(), dtype=float32)","tf.Tensor(62.428, shape=(), dtype=float32)","tf.Tensor(65.519, shape=(), dtype=float32)","tf.Tensor(0.62736684, shape=(), dtype=float32)","tf.Tensor(0.64213747, shape=(), dtype=float32)"
446,"tf.Tensor(0.7779542, shape=(), dtype=float32)","tf.Tensor(58.4, shape=(), dtype=float32)","tf.Tensor(59.461, shape=(), dtype=float32)","tf.Tensor(0.6663056, shape=(), dtype=float32)","tf.Tensor(0.6760856, shape=(), dtype=float32)"
447,"tf.Tensor(0.7665273, shape=(), dtype=float32)","tf.Tensor(56.294, shape=(), dtype=float32)","tf.Tensor(57.73, shape=(), dtype=float32)","tf.Tensor(0.6767744, shape=(), dtype=float32)","tf.Tensor(0.6889096, shape=(), dtype=float32)"
448,"tf.Tensor(0.7905573, shape=(), dtype=float32)","tf.Tensor(58.793, shape=(), dtype=float32)","tf.Tensor(59.8145, shape=(), dtype=float32)","tf.Tensor(0.66610223, shape=(), dtype=float32)","tf.Tensor(0.6760768, shape=(), dtype=float32)"
449,"tf.Tensor(0.7903381, shape=(), dtype=float32)","tf.Tensor(64.169, shape=(), dtype=float32)","tf.Tensor(66.583, shape=(), dtype=float32)","tf.Tensor(0.6344047, shape=(), dtype=float32)","tf.Tensor(0.64154255, shape=(), dtype=float32)"
450,"tf.Tensor(0.77989954, shape=(), dtype=float32)","tf.Tensor(59.961, shape=(), dtype=float32)","tf.Tensor(62.963, shape=(), dtype=float32)","tf.Tensor(0.6490446, shape=(), dtype=float32)","tf.Tensor(0.6602893, shape=(), dtype=float32)"
451,"tf.Tensor(0.8002783, shape=(), dtype=float32)","tf.Tensor(65.031, shape=(), dtype=float32)","tf.Tensor(67.931, shape=(), dtype=float32)","tf.Tensor(0.62900615, shape=(), dtype=float32)","tf.Tensor(0.6362122, shape=(), dtype=float32)"
452,"tf.Tensor(0.79800326, shape=(), dtype=float32)","tf.Tensor(59.622, shape=(), dtype=float32)","tf.Tensor(61.554, shape=(), dtype=float32)","tf.Tensor(0.65014607, shape=(), dtype=float32)","tf.Tensor(0.6630853, shape=(), dtype=float32)"
453,"tf.Tensor(0.75331813, shape=(), dtype=float32)","tf.Tensor(57.1025, shape=(), dtype=float32)","tf.Tensor(57.151, shape=(), dtype=float32)","tf.Tensor(0.6728879, shape=(), dtype=float32)","tf.Tensor(0.67924184, shape=(), dtype=float32)"
454,"tf.Tensor(0.79828256, shape=(), dtype=float32)","tf.Tensor(61.5135, shape=(), dtype=float32)","tf.Tensor(64.3485, shape=(), dtype=float32)","tf.Tensor(0.6387012, shape=(), dtype=float32)","tf.Tensor(0.65212184, shape=(), dtype=float32)"
455,"tf.Tensor(0.82414323, shape=(), dtype=float32)","tf.Tensor(61.282, shape=(), dtype=float32)","tf.Tensor(63.387, shape=(), dtype=float32)","tf.Tensor(0.6343425, shape=(), dtype=float32)","tf.Tensor(0.6543032, shape=(), dtype=float32)"
456,"tf.Tensor(0.7778533, shape=(), dtype=float32)","tf.Tensor(58.1845, shape=(), dtype=float32)","tf.Tensor(61.382, shape=(), dtype=float32)","tf.Tensor(0.6578882, shape=(), dtype=float32)","tf.Tensor(0.6724921, shape=(), dtype=float32)"
457,"tf.Tensor(0.75939286, shape=(), dtype=float32)","tf.Tensor(58.0625, shape=(), dtype=float32)","tf.Tensor(59.997, shape=(), dtype=float32)","tf.Tensor(0.6643516, shape=(), dtype=float32)","tf.Tensor(0.6731375, shape=(), dtype=float32)"
458,"tf.Tensor(0.75665444, shape=(), dtype=float32)","tf.Tensor(55.8725, shape=(), dtype=float32)","tf.Tensor(55.69, shape=(), dtype=float32)","tf.Tensor(0.6805842, shape=(), dtype=float32)","tf.Tensor(0.6881874, shape=(), dtype=float32)"
459,"tf.Tensor(0.809174, shape=(), dtype=float32)","tf.Tensor(63.754, shape=(), dtype=float32)","tf.Tensor(68.1185, shape=(), dtype=float32)","tf.Tensor(0.62773305, shape=(), dtype=float32)","tf.Tensor(0.637204, shape=(), dtype=float32)"
460,"tf.Tensor(0.7509269, shape=(), dtype=float32)","tf.Tensor(55.765, shape=(), dtype=float32)","tf.Tensor(55.484, shape=(), dtype=float32)","tf.Tensor(0.6804228, shape=(), dtype=float32)","tf.Tensor(0.6881266, shape=(), dtype=float32)"
461,"tf.Tensor(0.7712166, shape=(), dtype=float32)","tf.Tensor(58.146, shape=(), dtype=float32)","tf.Tensor(60.3885, shape=(), dtype=float32)","tf.Tensor(0.6589941, shape=(), dtype=float32)","tf.Tensor(0.670029, shape=(), dtype=float32)"
462,"tf.Tensor(0.7527035, shape=(), dtype=float32)","tf.Tensor(58.482, shape=(), dtype=float32)","tf.Tensor(59.3315, shape=(), dtype=float32)","tf.Tensor(0.6650412, shape=(), dtype=float32)","tf.Tensor(0.66956407, shape=(), dtype=float32)"
463,"tf.Tensor(0.7871891, shape=(), dtype=float32)","tf.Tensor(59.1645, shape=(), dtype=float32)","tf.Tensor(59.1245, shape=(), dtype=float32)","tf.Tensor(0.6592528, shape=(), dtype=float32)","tf.Tensor(0.6655266, shape=(), dtype=float32)"
464,"tf.Tensor(0.7398083, shape=(), dtype=float32)","tf.Tensor(56.6305, shape=(), dtype=float32)","tf.Tensor(58.0475, shape=(), dtype=float32)","tf.Tensor(0.67307293, shape=(), dtype=float32)","tf.Tensor(0.67932045, shape=(), dtype=float32)"
465,"tf.Tensor(0.82961214, shape=(), dtype=float32)","tf.Tensor(67.63, shape=(), dtype=float32)","tf.Tensor(68.1805, shape=(), dtype=float32)","tf.Tensor(0.61796975, shape=(), dtype=float32)","tf.Tensor(0.6204256, shape=(), dtype=float32)"
466,"tf.Tensor(0.8035439, shape=(), dtype=float32)","tf.Tensor(63.868, shape=(), dtype=float32)","tf.Tensor(65.908, shape=(), dtype=float32)","tf.Tensor(0.635775, shape=(), dtype=float32)","tf.Tensor(0.64386976, shape=(), dtype=float32)"
467,"tf.Tensor(0.8127282, shape=(), dtype=float32)","tf.Tensor(63.2585, shape=(), dtype=float32)","tf.Tensor(63.6365, shape=(), dtype=float32)","tf.Tensor(0.6366292, shape=(), dtype=float32)","tf.Tensor(0.64290243, shape=(), dtype=float32)"
468,"tf.Tensor(0.78458005, shape=(), dtype=float32)","tf.Tensor(61.391, shape=(), dtype=float32)","tf.Tensor(63.305, shape=(), dtype=float32)","tf.Tensor(0.64963025, shape=(), dtype=float32)","tf.Tensor(0.6585276, shape=(), dtype=float32)"
469,"tf.Tensor(0.8209771, shape=(), dtype=float32)","tf.Tensor(65.449, shape=(), dtype=float32)","tf.Tensor(67.9035, shape=(), dtype=float32)","tf.Tensor(0.6199571, shape=(), dtype=float32)","tf.Tensor(0.6286559, shape=(), dtype=float32)"
470,"tf.Tensor(0.77272916, shape=(), dtype=float32)","tf.Tensor(61.6925, shape=(), dtype=float32)","tf.Tensor(63.049, shape=(), dtype=float32)","tf.Tensor(0.64842516, shape=(), dtype=float32)","tf.Tensor(0.6539174, shape=(), dtype=float32)"
471,"tf.Tensor(0.78209496, shape=(), dtype=float32)","tf.Tensor(59.528, shape=(), dtype=float32)","tf.Tensor(60.7305, shape=(), dtype=float32)","tf.Tensor(0.6568535, shape=(), dtype=float32)","tf.Tensor(0.66852605, shape=(), dtype=float32)"
472,"tf.Tensor(0.75817484, shape=(), dtype=float32)","tf.Tensor(59.015, shape=(), dtype=float32)","tf.Tensor(60.509, shape=(), dtype=float32)","tf.Tensor(0.6609452, shape=(), dtype=float32)","tf.Tensor(0.66623574, shape=(), dtype=float32)"
473,"tf.Tensor(0.764603, shape=(), dtype=float32)","tf.Tensor(57.3635, shape=(), dtype=float32)","tf.Tensor(57.3005, shape=(), dtype=float32)","tf.Tensor(0.6745855, shape=(), dtype=float32)","tf.Tensor(0.6809076, shape=(), dtype=float32)"
474,"tf.Tensor(0.7965052, shape=(), dtype=float32)","tf.Tensor(62.559, shape=(), dtype=float32)","tf.Tensor(65.8205, shape=(), dtype=float32)","tf.Tensor(0.6369387, shape=(), dtype=float32)","tf.Tensor(0.6431749, shape=(), dtype=float32)"
475,"tf.Tensor(0.7446222, shape=(), dtype=float32)","tf.Tensor(54.7015, shape=(), dtype=float32)","tf.Tensor(54.8675, shape=(), dtype=float32)","tf.Tensor(0.6951087, shape=(), dtype=float32)","tf.Tensor(0.69895464, shape=(), dtype=float32)"
476,"tf.Tensor(0.7626195, shape=(), dtype=float32)","tf.Tensor(60.057, shape=(), dtype=float32)","tf.Tensor(61.7445, shape=(), dtype=float32)","tf.Tensor(0.656137, shape=(), dtype=float32)","tf.Tensor(0.6599055, shape=(), dtype=float32)"
477,"tf.Tensor(0.7696667, shape=(), dtype=float32)","tf.Tensor(59.107, shape=(), dtype=float32)","tf.Tensor(61.0615, shape=(), dtype=float32)","tf.Tensor(0.66078985, shape=(), dtype=float32)","tf.Tensor(0.6677243, shape=(), dtype=float32)"
478,"tf.Tensor(0.7867676, shape=(), dtype=float32)","tf.Tensor(61.3935, shape=(), dtype=float32)","tf.Tensor(62.626, shape=(), dtype=float32)","tf.Tensor(0.64691347, shape=(), dtype=float32)","tf.Tensor(0.6513398, shape=(), dtype=float32)"
479,"tf.Tensor(0.78317344, shape=(), dtype=float32)","tf.Tensor(61.02, shape=(), dtype=float32)","tf.Tensor(61.812, shape=(), dtype=float32)","tf.Tensor(0.65410006, shape=(), dtype=float32)","tf.Tensor(0.658785, shape=(), dtype=float32)"
480,"tf.Tensor(0.7724908, shape=(), dtype=float32)","tf.Tensor(60.4145, shape=(), dtype=float32)","tf.Tensor(61.762, shape=(), dtype=float32)","tf.Tensor(0.65321153, shape=(), dtype=float32)","tf.Tensor(0.6597327, shape=(), dtype=float32)"
481,"tf.Tensor(0.816239, shape=(), dtype=float32)","tf.Tensor(62.0595, shape=(), dtype=float32)","tf.Tensor(63.836, shape=(), dtype=float32)","tf.Tensor(0.6427026, shape=(), dtype=float32)","tf.Tensor(0.65128726, shape=(), dtype=float32)"
482,"tf.Tensor(0.78221655, shape=(), dtype=float32)","tf.Tensor(57.51, shape=(), dtype=float32)","tf.Tensor(57.652, shape=(), dtype=float32)","tf.Tensor(0.6791854, shape=(), dtype=float32)","tf.Tensor(0.6841843, shape=(), dtype=float32)"
483,"tf.Tensor(0.78484267, shape=(), dtype=float32)","tf.Tensor(60.076, shape=(), dtype=float32)","tf.Tensor(61.2785, shape=(), dtype=float32)","tf.Tensor(0.6528514, shape=(), dtype=float32)","tf.Tensor(0.6612693, shape=(), dtype=float32)"
484,"tf.Tensor(0.7516575, shape=(), dtype=float32)","tf.Tensor(57.3705, shape=(), dtype=float32)","tf.Tensor(58.9815, shape=(), dtype=float32)","tf.Tensor(0.6754688, shape=(), dtype=float32)","tf.Tensor(0.68373543, shape=(), dtype=float32)"
485,"tf.Tensor(0.7825597, shape=(), dtype=float32)","tf.Tensor(60.157, shape=(), dtype=float32)","tf.Tensor(62.75, shape=(), dtype=float32)","tf.Tensor(0.65609133, shape=(), dtype=float32)","tf.Tensor(0.6660331, shape=(), dtype=float32)"
486,"tf.Tensor(0.76253706, shape=(), dtype=float32)","tf.Tensor(58.5415, shape=(), dtype=float32)","tf.Tensor(59.2385, shape=(), dtype=float32)","tf.Tensor(0.661584, shape=(), dtype=float32)","tf.Tensor(0.6675907, shape=(), dtype=float32)"
487,"tf.Tensor(0.8090989, shape=(), dtype=float32)","tf.Tensor(64.4485, shape=(), dtype=float32)","tf.Tensor(67.305, shape=(), dtype=float32)","tf.Tensor(0.6270967, shape=(), dtype=float32)","tf.Tensor(0.63722986, shape=(), dtype=float32)"
488,"tf.Tensor(0.80997235, shape=(), dtype=float32)","tf.Tensor(61.6225, shape=(), dtype=float32)","tf.Tensor(64.0275, shape=(), dtype=float32)","tf.Tensor(0.6439663, shape=(), dtype=float32)","tf.Tensor(0.6525981, shape=(), dtype=float32)"
489,"tf.Tensor(0.7793908, shape=(), dtype=float32)","tf.Tensor(60.282, shape=(), dtype=float32)","tf.Tensor(62.436, shape=(), dtype=float32)","tf.Tensor(0.65533346, shape=(), dtype=float32)","tf.Tensor(0.66558355, shape=(), dtype=float32)"
490,"tf.Tensor(0.81900525, shape=(), dtype=float32)","tf.Tensor(65.407, shape=(), dtype=float32)","tf.Tensor(68.57, shape=(), dtype=float32)","tf.Tensor(0.61927485, shape=(), dtype=float32)","tf.Tensor(0.62960774, shape=(), dtype=float32)"
491,"tf.Tensor(0.7813345, shape=(), dtype=float32)","tf.Tensor(58.684, shape=(), dtype=float32)","tf.Tensor(58.463, shape=(), dtype=float32)","tf.Tensor(0.6612361, shape=(), dtype=float32)","tf.Tensor(0.6723932, shape=(), dtype=float32)"
492,"tf.Tensor(0.7696341, shape=(), dtype=float32)","tf.Tensor(57.5675, shape=(), dtype=float32)","tf.Tensor(58.66, shape=(), dtype=float32)","tf.Tensor(0.66408527, shape=(), dtype=float32)","tf.Tensor(0.673355, shape=(), dtype=float32)"
493,"tf.Tensor(0.78282446, shape=(), dtype=float32)","tf.Tensor(62.904, shape=(), dtype=float32)","tf.Tensor(64.9315, shape=(), dtype=float32)","tf.Tensor(0.64287066, shape=(), dtype=float32)","tf.Tensor(0.6495152, shape=(), dtype=float32)"
494,"tf.Tensor(0.7870939, shape=(), dtype=float32)","tf.Tensor(59.777, shape=(), dtype=float32)","tf.Tensor(61.437, shape=(), dtype=float32)","tf.Tensor(0.64817864, shape=(), dtype=float32)","tf.Tensor(0.660485, shape=(), dtype=float32)"
495,"tf.Tensor(0.7583563, shape=(), dtype=float32)","tf.Tensor(57.1565, shape=(), dtype=float32)","tf.Tensor(57.8875, shape=(), dtype=float32)","tf.Tensor(0.6674754, shape=(), dtype=float32)","tf.Tensor(0.67684484, shape=(), dtype=float32)"
496,"tf.Tensor(0.7711443, shape=(), dtype=float32)","tf.Tensor(57.784, shape=(), dtype=float32)","tf.Tensor(59.4375, shape=(), dtype=float32)","tf.Tensor(0.66732794, shape=(), dtype=float32)","tf.Tensor(0.68059546, shape=(), dtype=float32)"
497,"tf.Tensor(0.761777, shape=(), dtype=float32)","tf.Tensor(56.8015, shape=(), dtype=float32)","tf.Tensor(58.1235, shape=(), dtype=float32)","tf.Tensor(0.66918, shape=(), dtype=float32)","tf.Tensor(0.6823797, shape=(), dtype=float32)"
498,"tf.Tensor(0.74753666, shape=(), dtype=float32)","tf.Tensor(56.1665, shape=(), dtype=float32)","tf.Tensor(56.329, shape=(), dtype=float32)","tf.Tensor(0.6795127, shape=(), dtype=float32)","tf.Tensor(0.68936586, shape=(), dtype=float32)"
499,"tf.Tensor(0.7517334, shape=(), dtype=float32)","tf.Tensor(58.3745, shape=(), dtype=float32)","tf.Tensor(61.1015, shape=(), dtype=float32)","tf.Tensor(0.6621042, shape=(), dtype=float32)","tf.Tensor(0.6709662, shape=(), dtype=float32)"
500,"tf.Tensor(0.76058435, shape=(), dtype=float32)","tf.Tensor(57.2985, shape=(), dtype=float32)","tf.Tensor(57.947, shape=(), dtype=float32)","tf.Tensor(0.6706598, shape=(), dtype=float32)","tf.Tensor(0.68169, shape=(), dtype=float32)"
501,"tf.Tensor(0.74341273, shape=(), dtype=float32)","tf.Tensor(55.218, shape=(), dtype=float32)","tf.Tensor(56.2795, shape=(), dtype=float32)","tf.Tensor(0.67652977, shape=(), dtype=float32)","tf.Tensor(0.68562245, shape=(), dtype=float32)"
502,"tf.Tensor(0.7572058, shape=(), dtype=float32)","tf.Tensor(54.1245, shape=(), dtype=float32)","tf.Tensor(53.779, shape=(), dtype=float32)","tf.Tensor(0.68302184, shape=(), dtype=float32)","tf.Tensor(0.69345087, shape=(), dtype=float32)"
503,"tf.Tensor(0.7806467, shape=(), dtype=float32)","tf.Tensor(62.728, shape=(), dtype=float32)","tf.Tensor(65.889, shape=(), dtype=float32)","tf.Tensor(0.6445228, shape=(), dtype=float32)","tf.Tensor(0.6513201, shape=(), dtype=float32)"
504,"tf.Tensor(0.76071143, shape=(), dtype=float32)","tf.Tensor(58.3275, shape=(), dtype=float32)","tf.Tensor(58.8875, shape=(), dtype=float32)","tf.Tensor(0.67014027, shape=(), dtype=float32)","tf.Tensor(0.6769362, shape=(), dtype=float32)"
505,"tf.Tensor(0.7552541, shape=(), dtype=float32)","tf.Tensor(57.892, shape=(), dtype=float32)","tf.Tensor(59.3945, shape=(), dtype=float32)","tf.Tensor(0.66753596, shape=(), dtype=float32)","tf.Tensor(0.6730389, shape=(), dtype=float32)"
506,"tf.Tensor(0.7664162, shape=(), dtype=float32)","tf.Tensor(58.823, shape=(), dtype=float32)","tf.Tensor(59.52, shape=(), dtype=float32)","tf.Tensor(0.66523737, shape=(), dtype=float32)","tf.Tensor(0.6710716, shape=(), dtype=float32)"
507,"tf.Tensor(0.7563088, shape=(), dtype=float32)","tf.Tensor(58.3185, shape=(), dtype=float32)","tf.Tensor(59.094, shape=(), dtype=float32)","tf.Tensor(0.66734666, shape=(), dtype=float32)","tf.Tensor(0.6765546, shape=(), dtype=float32)"
